response,ground_truth
"To determine the cumulative probability of 50-kt wind arrival at South Louisiana, LA, Port of within the next 5 days, we need to look at the relevant entries in the provided data. The relevant locations are:

- NEW ORLEANS LA
- BATON ROUGE LA
- MORGAN CITY LA
- ALEXANDRIA LA
- LAFAYETTE LA
- NEW IBERIA LA
- FORT POLK LA
- LAKE CHARLES
- CAMERON LA
- PORT ARTHUR TX

We sum the probabilities for the 50-kt wind arrival for each of these locations:

- NEW ORLEANS LA: 1
- BATON ROUGE LA: 0
- MORGAN CITY LA: 0
- ALEXANDRIA LA: Not listed
- LAFAYETTE LA: Not listed
- NEW IBERIA LA: 0
- FORT POLK LA: Not listed
- LAKE CHARLES: Not listed
- CAMERON LA: Not listed
- PORT ARTHUR TX: Not listed

Summing these probabilities:

1 + 0 + 0 + 0 = 1

So, the cumulative probability is:

1",7%
0.06,8%
48,96
48,84
108,96
0,84
30,17%
17,17%
B,C.
B,A.
Nicaragua to Honduras,Northern Gulf Coast from southeast Louisiana eastward to the Florida Panhandle is within the 5-day cone
Sandy Bay Sirpi Nicaragua to Punta Castilla Honduras,Entire central Gulf Coast from southeast Louisiana eastward to the Florida Panhandle is shown inside the 5-day cone.
A. Tropical Depression,A.
A,A.
A,A.
D,A.
Gulf Coast,Northern Gulf Coast from southeast Louisiana eastward to the Florida Panhandle is within the 5-day cone
Gulf Coast,Entire central Gulf Coast from southeast Louisiana eastward to the Florida Panhandle is shown inside the 5-day cone.
138,93
72,93
None,24
None,24
D,D.
C,D.
B,B.
B,B.
C. 24-48 hours,D.
C. 24-48 hours,D.
No.,No
No.,No
D. 48 hours or more,D.
D,D.
240,93
50,93
D,A.
D,A.
B,D.
Rip currents,"Frequent lightning in outer squalls, hazardous seas and strong rip currents in approaches and anchorages."
Tornadoes,Isolated tornadoes in outer rainbands; temporary channel closure and reduced visibility from heavy squalls.
"```json
{
  ""12_hours"": 50,
  ""24_hours"": 46,
  ""48_hours"": 35,
  ""72_hours"": 1,
  ""96_hours"": 1
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '4%', 'in 96h': '17%'}"
"```json
{
  ""12_hours"": {
    ""San Andres"": 10,
    ""Puerto Cabezas"": 36,
    ""Bluefields"": 3,
    ""Grand Bahama"": 2,
    ""CP San Antonio"": 34,
    ""Havana"": 9,
    ""Isle of Pines"": 2,
    ""Cozumel"": 29,
    ""Merida"": 8,
    ""Belize City"": 2,
    ""Guanaja"": 15,
    ""Puerto Cabezas (50kt)"": 4
  },
  ""24_hours"": {
    ""San Andres"": 12,
    ""Puerto Cabezas"": 43,
    ""Bluefields"": 3,
    ""Grand Bahama"": 2,
    ""CP San Antonio"": 34,
    ""Havana"": 9,
    ""Isle of Pines"": 11,
    ""Cozumel"": 29,
    ""Merida"": 8,
    ""Belize City"": 3,
    ""Guanaja"": 15,
    ""Puerto Cabezas (50kt)"": 6
  },
  ""48_hours"": {
    ""San Andres"": 12,
    ""Puerto Cabezas"": 43,
    ""Bluefields"": 3,
    ""Grand Bahama"": 2,
    ""CP San Antonio"": 10,
    ""Havana"": 9,
    ""Isle of Pines"": 11,
    ""Cozumel"": 8,
    ""Merida"": 8,
    ""Belize City"": 3,
    ""Guanaja"": 3,
    ""Puerto Cabezas (50kt)"": 6
  },
  ""72_hours"": {
    ""San Andres"": 12,
    ""Puerto Cabezas"": 43,
    ""Bluefields"": 3,
    ""Grand Bahama"": 2,
    ""CP San Antonio"": 2,
    ""Havana"": 9,
    ""Isle of Pines"": 11,
    ""Cozumel"": 8,
    ""Merida"": 8,
    ""Belize City"": 3,
    ""Guanaja"": 3,
    ""Puerto Cabezas (50kt)"": 6
  },
  ""96_hours"": {
    ""San Andres"": 12,
    ""Puerto Cabezas"": 43,
    ""Bluefields"": 3,
    ""Grand Bahama"": 3,
    ""CP San Antonio"": 2,
    ""Havana"": 9,
    ""Isle of Pines"": 11,
    ""Cozumel"": 8,
    ""Merida"": 8,
    ""Belize City"": 3,
    ""Guanaja"": 3,
    ""Puerto Cabezas (50kt)"": 6
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '1%', 'in 72h': '18%', 'in 96h': '21%'}"
,10/7/2017
,10/7/2017
,10/8/2017
,10/8/2017
,10/7/2017
,10/7/2017
,2
,2
,1.0
,1.0
,0.275584088
,0.275584088
,C.
,C.
