response,ground_truth
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 1,
    ""in 72h"": 10,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '3%', 'in 96h': '2%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""0"",
    ""in 24h"": ""0"",
    ""in 48h"": ""4"",
    ""in 72h"": ""16"",
    ""in 96h"": ""46""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '1%', 'in 96h': '2%'}"
21-10-2019,None
21-10-2019,None
20-10-2019,None
20-10-2019,None
20-10-2019,None
21-10-2019,None
21-10-2019,None
21-10-2019,None
20-10-2019,None
21-10-2019,None
22-10-2019,None
21-10-2019,None
2,0
3,0
3,0
5,0
1,None
5,None
3,None
4,None
0,None
0,None
0,None
0,None
A,A.
A,A.
A,A.
A,A.
