response,ground_truth
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 1,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '4%', 'in 96h': '18%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 1,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '6%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 1,
    ""in 24h"": 1,
    ""in 48h"": 1,
    ""in 72h"": 1,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '4%'}"
02-09-2016,9/1/2016
01-09-2016,9/1/2016
02-09-2016,9/1/2016
01-09-2016,9/1/2016
01-09-2016,9/1/2016
01-09-2016,9/1/2016
29-08-2016,9/1/2016
29-08-2016,9/1/2016
02-09-2016,9/1/2016
01-09-2016,9/2/2016
01-09-2016,9/2/2016
01-09-2016,9/2/2016
31-08-2016,9/2/2016
31-08-2016,9/2/2016
01-09-2016,9/2/2016
13-09-2016,9/2/2016
01-09-2016,9/2/2016
01-09-2016,9/2/2016
02-09-2016,9/1/2016
05-09-2016,9/1/2016
03-09-2016,9/1/2016
04-09-2016,9/1/2016
03-09-2016,9/1/2016
03-09-2016,9/1/2016
03-09-2016,9/1/2016
03-09-2016,9/1/2016
02-09-2016,9/1/2016
3,2
3,2
3,2
3,2
4,2
3,2
5,2
4,2
5,2
0,1.0
2,1.0
3,1.0
3,1.0
4,1.0
3,1.0
1,1.0
2,1.0
1,1.0
72,0.798821074
40,0.798821074
42,0.798821074
33,0.798821074
26,0.798821074
26,0.798821074
24,0.798821074
7,0.798821074
13,0.798821074
C,C.
B,C.
D,C.
A,C.
C,C.
D,C.
D,C.
C,C.
B,C.
