response,ground_truth
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 1,
    ""in 72h"": 9,
    ""in 96h"": 33
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '7%', 'in 96h': '9%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '3%', 'in 96h': '11%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 1,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '8%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 1,
    ""in 96h"": 2
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '1%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 1,
    ""in 24h"": 1,
    ""in 48h"": 1,
    ""in 72h"": 1,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
02-09-2016,None
02-09-2016,None
31-08-2016,None
01-09-2016,None
01-09-2016,None
29-08-2016,None
01-09-2016,None
02-09-2016,None
02-09-2016,None
02-09-2016,None
01-09-2016,None
01-09-2016,None
01-09-2016,None
31-08-2016,None
03-09-2016,None
01-09-2016,None
02-09-2016,None
01-09-2016,None
02-09-2016,None
04-09-2016,None
03-09-2016,None
04-09-2016,None
04-09-2016,None
03-09-2016,None
03-09-2016,None
02-09-2016,None
02-09-2016,None
5,0
2,0
3,0
4,0
2,0
5,0
4,0
5,0
4,0
1,None
3,None
2,None
4,None
2,None
1,None
1,None
3,None
2,None
58,None
40,None
28,None
31,None
18,None
3,None
15,None
7,None
7,None
D,A.
D,A.
A,A.
D,A.
D,A.
D,A.
C,A.
A,A.
C,A.
C,E.
A,B.
C,C.
C,E.
C,B.
C,E.
C,B.
C,E.
C,C.
C,B.
C,E.
C,C.
C,B.
C,E.
C,C.
C,B.
C,E.
A,C.
C,B.
D,E.
C,C.
D,B.
C,E.
"*   Wilmington, NC has a 57% chance of experiencing tropical storm force winds (39+ mph) by Saturday morning.
*   Given the increasing probability of tropical storm force winds, it is advisable to consider delaying or altering vessel operations in Wilmington, NC to avoid potential hazards.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"* Wilmington, NC has a 32% chance of experiencing tropical storm force winds by Saturday 7 PM EDT, and a 40% chance by Sunday 7 PM EDT.
* Vessel activity should be adjusted based on these probabilities, with preparations for potential tropical storm conditions commencing by Friday.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"*   Wilmington, NC has a 57% chance of experiencing tropical storm force winds (39+ mph) by Saturday morning.
*   The probability of hurricane force winds (74+ mph) at Wilmington, NC is 4% by Saturday morning, with a 5% chance of experiencing those winds within 5 days.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   Wilmington, NC has a 40% probability of experiencing tropical storm force winds (34-38 mph) within the next 5 days, with a 12% probability of experiencing sustained winds of 50-58 mph.
*   Given these probabilities, it is advised to closely monitor the storm's progression and consult updated advisories for potential impacts on port operations and vessel activity.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"*   Port operations at Wilmington, NC should prepare for tropical storm force winds, with a 57% chance of sustained winds of 39 mph or greater by Saturday morning.
*   There is a 1% chance of hurricane force winds by Saturday morning, suggesting a need for contingency planning for potentially higher impacts.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"Wilmington, NC has a 30-40% chance of experiencing tropical storm force winds (39+ mph) between 8 PM EDT Wednesday (Aug 31) and 8 PM EDT Saturday (Sep 3), with a lesser chance of hurricane force winds. Given this, ports and facilities in Wilmington, NC should closely monitor the storm's progression and begin preparations for potential tropical storm conditions, including securing loose objects and reviewing emergency plans.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
"Based on the provided data, Wilmington, NC has a 32% chance of experiencing tropical storm force winds (34 kt) by 12Z Friday. This suggests that general vessel activity may need to be suspended or significantly altered as conditions deteriorate.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"Wilmington, NC is forecast to experience tropical storm force winds (39+ mph) starting around 12 hours from the current forecast time (12Z Wed to 00Z Thu), with a 26% probability of onset and a 29% cumulative probability. Given these probabilities, it is most likely that general vessel activity at Wilmington, NC will be suspended or significantly restricted due to the impending tropical storm conditions.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"* Wilmington, NC has a 27% chance of experiencing tropical storm force winds (39 mph or greater) within 24 hours.
* Given the probability of tropical storm force winds, general vessel activity at Wilmington, NC may be impacted by reduced visibility, increased wave action, and potential port closures or restrictions to ensure safety.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"* Wilmington, NC has a 30% chance of experiencing tropical storm force winds within the next 24 hours.
* Given this probability, it would be prudent to initiate preparations for potential disruptions to vessel operations.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"Wilmington, NC has a 23% chance of experiencing tropical storm force winds (34-38 kt) within 36 hours. Vessel activity should anticipate potential disruptions and follow all port advisories and safety regulations.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"* Vessels at Wilmington, NC can expect a 16% chance of experiencing tropical storm force winds (39 mph or greater) in 36 hours.
* Given this probability, general vessel activity may need to be adjusted or halted in anticipation of potentially hazardous conditions.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"Based on the forecast, Wilmington, NC has a 16% chance of experiencing tropical storm force winds by 00Z Thursday (which is 7 PM EDT Wednesday). This suggests that general vessel activity may be impacted or suspended due to potential rough seas and strong winds.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   As of the latest advisories, Wilmington, NC has a 16% chance of experiencing tropical storm-force winds (39+ mph) within the next 48 hours.
*   Given this probability, general vessel activity should continue with caution, but operations are likely to remain largely unaffected unless conditions deteriorate further.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"*   Vessel operations at Wilmington, NC, are expected to experience minimal disruption at the 60-hour mark, with a less than 16% probability of encountering tropical storm force winds.
*   Given the forecast track and wind probabilities, normal or near-normal port operations are likely to continue, with potential for minor impacts from outer rain bands.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   At 60 hours out, Wilmington, NC has a 7% probability of experiencing tropical storm force winds (39+ mph).
*   This suggests that general vessel activity may experience some disruption from the storm, but full closure is unlikely given the low probability of significant winds.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"* Vessels at Wilmington, NC have a 7% chance of experiencing tropical storm force winds (39+ mph) by 72 hours out.
* Given this low probability, general vessel activity is likely to continue with standard operational procedures, though heightened awareness and monitoring of the storm's progression would be prudent.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   The probability of sustained winds of 34 knots (39 mph) or greater at Wilmington, NC by forecast hour 72 (00Z Friday) is 7%.
*   Based on this low probability, general vessel activity at Wilmington, NC is unlikely to be significantly impacted by tropical storm force winds within the next 72 hours.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"Based on the provided information, by the time in_84h (which corresponds to Friday evening), Wilmington, NC has a 6% chance of experiencing tropical storm force winds. Therefore, general vessel activity at Wilmington, NC is likely to remain unaffected by tropical storm force winds at that time.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"* Vessels at Wilmington, NC should anticipate minimal disruption from Tropical Depression Nine, with a less than 5% probability of experiencing sustained tropical storm force winds (39 mph or greater) within the next 5 days.
* Given the low probability of significant wind impacts, general vessel operations are unlikely to be severely affected.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"*   Wilmington, NC has a 7% probability of experiencing sustained winds of 39 mph or greater within the next 96 hours.
*   Given the low probability of tropical storm force winds, general vessel activity at Wilmington, NC should not be significantly impacted, and operations can likely continue as normal.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"Based on the provided data, Wilmington, NC has a 3% chance of experiencing tropical storm force winds (34 kt or 39 mph) within the next 12 hours (00Z Fri). The storm is forecast to make landfall on the Florida coast by Thursday night.

Given the low probability of tropical storm force winds at Wilmington, NC in the immediate 12-hour period and the storm's current track, operational guidance for ocean-going and commercial vessels should permit continued activity, with heightened awareness for potential impacts later in the forecast period.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"Wilmington, NC has a 25% chance of experiencing tropical storm force winds by 12Z Fri (12 hours from the advisory). This suggests that ocean-going and commercial vessel operations should anticipate potential disruptions and prepare for the onset of tropical storm conditions.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"* Wilmington, NC has a 27% cumulative probability of experiencing tropical storm force winds (39 mph) by 12Z Friday (7 AM EDT Friday).
* Given the approaching system and the possibility of tropical storm force winds, port operations should anticipate disruptions and increased safety precautions for ocean-going and commercial vessels.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"* Wilmington, NC has a 30% chance of experiencing tropical storm force winds (39+ mph) within 24 hours.
* Vessel operations at Wilmington, NC should be prepared for potential disruptions and adhere to maritime safety regulations as tropical storm force winds become increasingly likely.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"Based on the provided information, Wilmington, NC has a 23% chance of experiencing tropical storm force winds (34 KT) within the next 36 hours (00Z Fri). This suggests that while tropical storm conditions are possible, they are not yet guaranteed, and operations may still be able to proceed with caution and preparedness for potential impacts.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   At 36 hours out, Wilmington, NC has a 7% chance of experiencing sustained winds of at least 34 knots (39 mph) and a less than 1% chance of experiencing sustained winds of at least 50 knots (58 mph).
*   Given the low probability of strong winds, normal operational guidance for ocean-going and commercial vessels at Wilmington, NC is likely to remain in effect, with contingency plans in place for potential changes.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"At Wilmington, NC, there is a 16% chance of experiencing tropical storm force winds within the next 48 hours. Therefore, operational guidance should advise vessels to monitor the storm's progression and be prepared for potential disruptions and necessary safety measures.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   Wilmington, NC has a 16% chance of experiencing tropical storm force winds (34 kt) in the next 48 hours.
*   The probability of winds reaching 50 kt or higher at Wilmington, NC is less than 4% in the next 48 hours, suggesting that major disruptions to port operations are unlikely at this time.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"At the 60-hour mark (00Z Friday), Wilmington, NC has a 11% probability of experiencing tropical storm force winds (34 kt).

Based on this low probability, minimal operational disruptions for ocean-going and commercial vessels are expected at Wilmington, NC.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   By `time_in_60h` (approximately 11 AM EDT Thursday, September 1, 2016), Wilmington, NC has a 7% chance of experiencing tropical storm force winds (39+ mph) and less than a 1% chance of hurricane force winds (74+ mph), based on the provided wind speed probabilities.
*   Given these low probabilities of sustained tropical storm force winds, operational guidance for ocean-going and commercial vessels at Wilmington, NC would likely indicate a low risk, allowing for normal or slightly cautious operations, with continued monitoring of the storm's progression.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"*   Wilmington, NC has a 7% chance of experiencing tropical storm force winds (39+ mph) within the next 72 hours.
*   While not guaranteed, this probability suggests that port operations may need to consider preparations for potential disruptions, such as securing cargo and monitoring weather updates.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   There is a 7% chance of sustained winds of 39 mph or greater at Wilmington, NC by 72 hours.
*   Given the low probability of tropical storm force winds, no significant disruptions to ocean-going and commercial vessel activity are anticipated at Wilmington, NC at that time.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"Based on the provided data, Wilmington, NC has a less than 1% chance of experiencing tropical storm force winds (39 mph or greater) in the next 84 hours. Therefore, there is no significant impact to ocean-going and commercial vessel activity expected at Wilmington, NC due to this system.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"*   Vessel activity at Wilmington, NC, may experience disruptions as Tropical Depression Nine is forecast to strengthen and approach the coast with increasing probabilities of sustained winds of 39 mph or greater.
*   Current forecasts indicate a 7% probability of sustained winds of 39 mph or greater at Wilmington, NC, within the next 5 days, suggesting potential operational impacts or advisories.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction."
"*   Wilmington, NC has a 7% chance of experiencing sustained winds of 39 mph or greater within 96 hours.
*   Given the low probability of strong winds, normal port operations are likely to continue for ocean-going and commercial vessels at Wilmington, NC.",Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.
"At the 12-hour mark (00Z Friday), Wilmington, NC has a 40% chance of experiencing tropical storm-force winds (34-38 knots).

Therefore, port and facility operations should prepare for potential tropical storm-force winds, which may necessitate adjustments to operations, securing of equipment, and readiness for potential disruptions.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"* Operations at Wilmington, NC should anticipate tropical storm force winds (39+ mph) with a 27% probability by the time of the next advisory (in 12 hours), necessitating preparedness measures.
* Given the increasing likelihood of tropical storm conditions, port and facility managers should review and enact their hurricane preparedness and response plans.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
"*   Wilmington, NC has a 27% chance of experiencing tropical storm force winds within the next 24 hours, indicating a need for preparedness and monitoring.
*   Given the potential for tropical storm conditions to impact Wilmington, NC within 24 hours, it is advisable to implement pre-storm operational adjustments.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"*   Wilmington, NC has a 30% probability of experiencing tropical storm force winds (39+ mph) within the next 24 hours.
*   Given this probability, port operations should prepare for potential disruptions and monitor advisories closely, with a possibility of implementing heightened safety protocols or partial shutdowns.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
"*   Wilmington, NC has a 30% probability of experiencing tropical storm force winds within the next 36 hours.
*   Given the increasing probability, port operations should prepare for potential disruptions and adhere to established hurricane preparedness procedures.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"*   Wilmington, NC has a 16% chance of experiencing tropical storm force winds (39+ mph) in the next 36 hours.
*   Given the low probability of tropical storm force winds, normal port operations are likely to continue, with monitoring for any changes in the forecast.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
"*   Wilmington, NC has a 17% chance of experiencing tropical storm-force winds (39+ mph) within the next 48 hours.
*   Port and facility operations should monitor further advisories, as while the probability is low, it's not zero, and preparations may be warranted depending on the specific company's risk tolerance and operational requirements.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"Based on the provided information, Wilmington, NC has a 16% chance of experiencing sustained tropical storm force winds (39 mph) within the next 48 hours. Given the current forecast trajectory and the probability of winds, it is unlikely that significant operational disruptions will occur at Wilmington, NC within this timeframe.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
"*   Wilmington, NC has a 16% probability of experiencing tropical storm force winds (39 mph or greater) by 8 PM EDT on Saturday, September 3rd.
*   Given the low probability of tropical storm force winds, normal port and facility operations are likely to continue without significant disruption.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"*   Based on the forecast, Wilmington, NC has a 7% chance of experiencing tropical storm force winds (39 mph or greater) by the 120-hour mark.
*   Given the low probability of significant wind impact, current operational guidance should assume normal port operations will continue, with continued monitoring for any changes in the forecast.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
"At 72 hours out (by 12Z Thursday), Wilmington, NC has a 7-8% chance of experiencing tropical storm force winds (34-38 mph), indicating minimal direct impact. Operations can likely continue with normal safety protocols, but continuous monitoring for any changes in the forecast is advised.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"Based on the provided data, the probability of sustained winds of at least 34 knots (39 mph) at Wilmington, NC, by 00Z Thursday (72 hours from 00Z Mon) is 1%. This indicates that tropical storm force conditions are highly unlikely at Wilmington, NC, by that time, suggesting that port and facility operations would likely be able to continue without significant disruption from this storm.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
"Based on the provided information, Wilmington, NC has a 7% chance of experiencing tropical storm-force winds by 8 PM EDT on Friday, September 2nd (which corresponds to approximately 84 hours from the advisory issuance). Therefore, at the 84-hour mark, there is a low probability of significant wind impacts at Wilmington, NC, and normal port operations are likely to continue.",All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
"*   Wilmington, NC has a 7% chance of experiencing tropical storm force winds (39+ mph) by 84 hours out (Friday 2 PM EDT).
*   Given the low probability of tropical storm force winds, port and facility operations at Wilmington, NC are unlikely to be significantly impacted within the next 84 hours, allowing for normal operations to continue.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
