response,ground_truth
16,42
N/A,72
72,72
48,72
N/A,N/A
N/A,0
N/A,
N/A,96
1,5%
0,7%
17,11%
8,8%
D,B.
C,D.
C,A.
D,A.
Navarre Florida to Yankeetown Florida,"Florida Gulf Coast, then coastal GA/SC/NC and southeastern Virginia as the system moves NE and offshore"
Mississippi/Alabama border to Yankeetown Florida,"Northern Gulf Coast (LA-FL) Saturday, then inland across GA/SC, reaching coastal NC and southeastern VA late Sunday into Monday"
Mississippi/Alabama border to Yankeetown Florida,Florida Panhandle eastward across Georgia and the Carolinas to the southeastern Virginia coast
"Mississippi/Alabama border to the Ochlockonee River, Florida; Grand Isle, Louisiana to the Mouth of the Pearl River","Gulf Coast from LA to FL, inland southeast states, then Atlantic coasts of GA, SC, NC, and southeastern VA"
B,B.
B,B.
A,B.
A,B.
D,C.
D,A.
C,B.
C,B.
Florida Gulf Coast,"Florida Gulf Coast, then coastal GA/SC/NC and southeastern Virginia as the system moves NE and offshore"
Florida,"Northern Gulf Coast (LA-FL) Saturday, then inland across GA/SC, reaching coastal NC and southeastern VA late Sunday into Monday"
Florida,Florida Panhandle eastward across Georgia and the Carolinas to the southeastern Virginia coast
Atlantic Coast,"Gulf Coast from LA to FL, inland southeast states, then Atlantic coasts of GA, SC, NC, and southeastern VA"
12,12
19,18
31,24
36,30
73,60
73,54
117,66
69,84
D,D.
D,D.
D,D.
D,D.
C,B.
B,B.
B,B.
A,B.
C,C.
C,D.
D,D.
D,D.
No,No
No,No
No,No
No,No
C,B.
C,C.
C,D.
C,D.
0,12
52,18
0,24
0,30
D,B.
D,B.
D,B.
D,B.
B,B.
B,B.
B,A.
B,B.
B,A.
B,B.
A,D.
B,A.
Tornadoes are possible.,Rough seas and elevated waves in Chesapeake Bay and approaches; minor coastal flooding possible at high tide
"No additional hazards are noted for Virginia, VA, Port of.",Rough seas and elevated wave action in Chesapeake Bay and approaches; minor coastal flooding during high-tide cycles possible
No additional hazards are described for Virginia.,High surf and rip currents along Virginia beaches late Sunday and Monday
"There are no additional hazards mentioned for Virginia, VA, Port of.",Rough seas and elevated wave action Sunday–Monday could disrupt vessel movements and cargo operations
"```json
{
  ""gale_probability"": {
    ""in 12h"": 80,
    ""in 24h"": 10,
    ""in 48h"": 0,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '<1%', 'in 24h': '<1%', 'in 48h': '6%', 'in 72h': '6%', 'in 96h': '6%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""0"",
    ""in 24h"": ""0"",
    ""in 48h"": ""36"",
    ""in 72h"": ""0"",
    ""in 96h"": ""0""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '2%', 'in 72h': '7%', 'in 96h': '7%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 1,
    ""in 96h"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '10%', 'in 96h': '11%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 3,
    ""in 72h"": 35,
    ""in 96h"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '8%', 'in 96h': '6%'}"
20-10-2019,None
19-10-2019,None
19-10-2019,None
18-10-2019,None
20-10-2019,None
20-10-2019,None
20-10-2019,None
20-10-2019,None
19-10-2019,None
22-10-2019,None
22-10-2019,None
21-10-2019,None
3,0
3,0
3,0
4,0
0,None
2,None
2,None
1,None
1,None
0,None
0,None
0,None
A,A.
A,A.
C,A.
C,A.
