response,ground_truth
Cameron to the Mouth of the Pearl River,"Southeastern Louisiana, southern Mississippi, southern Alabama and the Florida Panhandle"
"Intracoastal City, Louisiana to the Mouth of the Pearl River",Central U.S. Gulf Coast from the upper Texas coast eastward to the western Florida Panhandle
B,B.
B,B.
B,B.
B,B.
B,B.
C,A.
D,A.
D,B.
B,D.
D,B.
Louisiana,Central Texas coast eastward to the western Florida Panhandle
Louisiana Coast,Northern Gulf Coast from the central Texas coast to the western Florida Panhandle
Texas,Northern Gulf Coast from central Texas to the western Florida Panhandle
Louisiana,"Southeastern Louisiana, southern Mississippi, southern Alabama and the Florida Panhandle"
Gulf Coast,Central U.S. Gulf Coast from the upper Texas coast eastward to the western Florida Panhandle
8,12
10,36
24,30
57,40
21,45
54,96
None,N/A
None,N/A (system remains inland well west of Virginia)
None,N/A
None,N/A
D,D.
D,D.
D,D.
D,D.
D,D.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
D,A.
D,A.
"The question asks about Virginia, VA, Port of. However, the provided data does not contain any information for ""Virginia, VA, Port of"". All listed locations are in Louisiana, Mississippi, Texas, or offshore in the Gulf of Mexico (GFMX).

Therefore, I cannot answer this question based on the provided data.",A.
D,A.
No,No
No,No
No,No
No,No
No,No
D,A.
D,A.
D,A.
D,A.
"The provided text does not contain any information about Virginia. Therefore, I cannot answer the question based on the given data.",A.
72,12
0,36
0,30
0,40
0,45
D,B.
D,B.
D,B.
D,D.
D,D.
A,B.
B,B.
B,B.
A,B.
A,A.
B,A.
B,B.
B,A.
A,B.
B,A.
Tornadoes.,Localized flooding of low-lying or poorly drained areas possible if heavy showers move through
Tornadoes are possible.,Low-end threat of isolated inland tornadoes cannot be ruled out but probability is very low for the Virginia port area
Tornadoes are possible.,Localized inland flooding of poor-drainage areas if bands move over the Tidewater region
Tornadoes are possible.,None
"No additional hazards are noted for Virginia, VA, Port of.",None
"```json
{
  ""gale_probability"": {
    ""in 12h"": 99,
    ""in 24h"": 99,
    ""in 48h"": 99,
    ""in 72h"": 99,
    ""in 96h"": 99
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 77,
    ""in 24h"": 2,
    ""in 48h"": 1,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 79,
    ""in 24h"": 1,
    ""in 48h"": 0,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 5,
    ""in 24h"": 34,
    ""in 48h"": 13,
    ""in 72h"": 3,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 16,
    ""in 24h"": 44,
    ""in 48h"": 14,
    ""in 72h"": 2,
    ""in 96h"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
22-06-2017,None
01-07-2017,None
23-06-2017,None
00-00-0000,None
20-06-2017,None
22-06-2017,None
22-06-2017,None
24-06-2017,None
21-06-2017,None
22-06-2017,None
23-06-2017,None
25-06-2017,None
24-06-2017,None
24-06-2017,None
23-06-2017,None
2,0
2,0
3,0
3,0
3,0
1,None
3,None
3,None
2,None
3,None
None,None
None,None
None,None
None,None
None,None
A,A.
A,A.
A,A.
A,A.
A,A.
