response,ground_truth
A. 0 hours,A.
B. 0-24 Hours,B.
B. 0-24 Hours,B.
C. 24-48 hours,C.
C. 24-48 hours,C.
D. 48 hours or more,C.
D. 48 hours or more,D.
D. 48 hours or more,D.
D. 48 hours or more,D.
0,12
12,24
24,42
24,42
24,60
48,66
48,66
48,96
72,96
72,115
A. Arrival of tropical storm-force winds,A.
A. Arrival of tropical storm-force winds,A.
A. Arrival of tropical storm-force winds,A.
A. Arrival of tropical storm-force winds,A.
A. Arrival of tropical storm-force winds,A.
D. None,B.
A. Arrival of tropical storm-force winds,A.
D. None,A.
D. None,A.
D. None,A.
C. Yes,C.
C. Yes,C.
C. Yes,C.
C. Yes,C.
A. Unlikely,B.
A. Unlikely,A.
A. Unlikely,B.
A. Unlikely,D.
A. Unlikely,D.
C. Yes,C.
C. Yes,C.
C. Yes,C.
D. Possible,D.
D. Possible,D.
D. Possible,C.
D. Possible,D.
D. Possible,B.
Tornadoes and life-threatening surf and rip current conditions.,Isolated tornadoes tonight into Wednesday; dangerous surf and rip currents affecting port approaches.
Tornadoes and life-threatening surf and rip current conditions are possible.,Isolated tornadoes and dangerous surf/rip currents affecting vessel operations.
"Tornadoes are possible across the Florida Peninsula, including the Tampa area.","Isolated tornadoes across the peninsula, dangerous seas and swells, and periods of very low visibility in heavy squalls may disrupt vessel movements and cargo handling."
"A couple of tornadoes are possible across south Florida, including areas near Tampa.",Isolated tornadoes possible Tuesday into Wednesday; elevated seas and dangerous surf for vessel operations.
"Tornadoes are possible across southern Florida, including the Tampa area.",Isolated tornadoes Monday night–Tuesday; rough seas and dangerous surf that will disrupt vessel traffic and berth operations.
"Swells generated by the storm may affect the area, impacting marine conditions.",Rough seas and hazardous marine conditions beginning late Tuesday.
Swells generated by the storm may cause life-threatening surf and rip current conditions.,"Dangerous surf and rip currents, brief tornadoes in outer rain-bands possible"
Swells generated by the storm may cause life-threatening surf and rip current conditions.,Rough seas and dangerous rip currents in and near Tampa Bay beginning Tuesday; potential for brief tornadoes in outer rain-bands.
Swells generated by the storm may cause life-threatening surf and rip current conditions.,"High surf, dangerous rip currents, and isolated tornadoes in outer rain bands"
Hazards may include disruptions to shipping and port operations.,Brief tornadoes in outer rain-bands; hazardous seas hampering vessel operations in approach channels
"```json
{
  ""gale_probability"": {
    ""in 12h"": 99,
    ""in 24h"": 97,
    ""in 48h"": 71,
    ""in 72h"": 15,
    ""in 96h"": 14
  }
}
```","{'in 12h': '89%', 'in 24h': '97%', 'in 48h': '97%', 'in 72h': '97%', 'in 96h': '97%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 99,
    ""in 24h"": 99,
    ""in 48h"": 99,
    ""in 72h"": 16,
    ""in 96h"": 0
  }
}
```","{'in 12h': '2%', 'in 24h': '79%', 'in 48h': '82%', 'in 72h': '82%', 'in 96h': '82%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '1%', 'in 24h': '14%', 'in 48h': '64%', 'in 72h': '64%', 'in 96h': '64%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 92,
    ""in 24h"": 62,
    ""in 48h"": 51,
    ""in 72h"": 54,
    ""in 96h"": 29
  }
}
```","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '36%', 'in 72h': '7%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '14%', 'in 72h': '23%', 'in 96h': '1%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 99,
    ""in 24h"": 69,
    ""in 48h"": 57,
    ""in 72h"": 49,
    ""in 96h"": 24
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '4%', 'in 72h': '24%', 'in 96h': '6%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 99,
    ""in 24h"": 99,
    ""in 48h"": 99,
    ""in 72h"": 99,
    ""in 96h"": 99
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '2%', 'in 72h': '5%', 'in 96h': '4%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 99,
    ""in 24h"": 99,
    ""in 48h"": 93,
    ""in 72h"": 63,
    ""in 96h"": 50
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '8%', 'in 96h': '29%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 0,
    ""in 48h"": 0,
    ""in 72h"": 1,
    ""in 96h"": 6
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '3%', 'in 96h': '17%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 99,
    ""in 24h"": 99,
    ""in 48h"": 63,
    ""in 72h"": 35,
    ""in 96h"": 17
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '1%', 'in 96h': '11%'}"
07-07-2021,7/6/2021 0:00
07-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
06-07-2021,7/6/2021 0:00
07-07-2021,7/7/2021 0:00
07-07-2021,7/7/2021 0:00
07-07-2021,7/7/2021 0:00
07-07-2021,7/7/2021 0:00
06-07-2021,7/7/2021 0:00
06-07-2021,7/7/2021 0:00
06-07-2021,7/7/2021 0:00
06-07-2021,7/7/2021 0:00
06-07-2021,7/7/2021 0:00
06-07-2021,7/7/2021 0:00
08-07-2021,7/6/2021 0:00
08-07-2021,7/6/2021 0:00
08-07-2021,7/6/2021 0:00
08-07-2021,7/6/2021 0:00
08-07-2021,7/6/2021 0:00
08-07-2021,7/6/2021 0:00
08-07-2021,7/6/2021 0:00
08-07-2021,7/6/2021 0:00
07-07-2021,7/6/2021 0:00
07-07-2021,7/6/2021 0:00
5,2
5,2
5,2
5,2
5,2
Five,2
5,2
5,2
5,2
5,2
3,1.0
3,1.0
0,1.0
3,1.0
3,1.0
0,1.0
3,1.0
0,1.0
5,1.0
0,1.0
97,0.507228712
82,0.507228712
64,0.507228712
58,0.507228712
41,0.507228712
35,0.507228712
36,0.507228712
34,0.507228712
32,0.507228712
27,0.507228712
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
C. 10-20 vessels,C.
D. YANKEE,E.
D. YANKEE,D.
C. X-RAY,C.
C. X-RAY,B.
C. X-RAY,E.
C. X-RAY,D.
C. X-RAY,E.
C. X-RAY,D.
C. X-RAY,E.
C. X-RAY,C.
C. X-RAY,D.
C. X-RAY,E.
C. X-RAY,C.
C. X-RAY,D.
C. X-RAY,E.
C. X-RAY,B.
C. X-RAY,C.
C. X-RAY,D.
C. X-RAY,E.
C. X-RAY,B.
C. X-RAY,C.
C. X-RAY,D.
C. X-RAY,E.
C. X-RAY,B.
C. X-RAY,C.
C. X-RAY,D.
C. X-RAY,E.
C. X-RAY,B.
C. X-RAY,C.
C. X-RAY,D.
C. X-RAY,E.
"Given the current conditions with Hurricane Elsa, vessel operations at Tampa Port Authority should be suspended. All vessels should seek safe harbor and follow local authority guidance until the storm passes and conditions improve.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"Due to the approach of Tropical Storm Elsa, vessel operations at Tampa Port Authority should be suspended, and all necessary precautions should be taken to secure vessels and port facilities. Monitor updates from the National Hurricane Center and local authorities for further guidance.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"Given the current forecast for Tropical Storm Elsa, with a high probability of tropical-storm-force winds impacting the Tampa area, it is advisable for vessels at Tampa Port Authority to secure operations and prepare for potential port closures. Mariners should closely monitor updates and follow any directives from port authorities.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"Given the current conditions with Hurricane Elsa, it is advised that ocean-going and commercial vessels at Tampa Port Authority suspend operations and seek safe harbor until the storm passes and conditions improve.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"Given the current conditions with Tropical Storm Elsa, it is advised that ocean-going and commercial vessels at Tampa Port Authority, FL, should secure operations and consider relocating to safer waters due to the potential for tropical storm-force winds and storm surge. Mariners should closely monitor updates from the National Hurricane Center and follow any directives from local port authorities.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"Given the current forecast for Tropical Storm Elsa, with a high probability of tropical-storm-force winds impacting the Tampa area, it is advisable for ocean-going and commercial vessels at Tampa Port Authority to secure operations and consider relocating to safer waters until conditions improve.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"Given the current conditions with Hurricane Elsa, the Tampa Port Authority should suspend operations and secure facilities immediately. Ensure all personnel are evacuated or sheltered safely, and monitor updates from the National Hurricane Center for further instructions.",All waterfront operations are suspended except final safety preparations approved by the Captain of the Port; facility storm preparations should already be complete.
"Given the current conditions, the Tampa Port Authority should prepare for potential tropical storm conditions, including securing vessels and equipment, and consider suspending operations as Tropical Storm Elsa approaches with a possibility of strengthening. Monitoring updates and following local emergency management instructions is crucial.","Ports and facilities should minimize the number of vessels in port, recognize that no safe havens are available, and continue to monitor Coast Guard Homeport for detailed guidance."
"Given the forecast of Tropical Storm Elsa, with a high probability of tropical-storm-force winds impacting the Tampa area, it is advisable for the Tampa Port Authority to prepare for potential disruptions. This includes securing facilities, halting operations as necessary, and ensuring all safety protocols are in place.",Ports and facilities remain open to all commercial traffic and cargo-transfer operations may continue while Port Condition X-RAY is in effect.
"In 12 hours, vessel activity at Tampa Port Authority, FL is likely to be restricted or suspended due to the expected approach of Tropical Storm Elsa, which may bring tropical storm-force winds and hazardous conditions. Mariners should follow port authority advisories and ensure all safety measures are in place.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 12 hours, vessel activity at Tampa Port Authority, FL is likely to be restricted due to the expected tropical storm conditions, including strong winds and potential storm surge. Mariners should follow any advisories and instructions from local authorities to ensure safety.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"Given the forecasted path and wind probabilities of Tropical Storm Elsa, vessel operations at Tampa Port Authority, FL are likely to be suspended or restricted in 24 hours due to expected tropical storm conditions and potential storm surge. Mariners should follow official advisories and prepare for possible port closures.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 24 hours, vessel activity at Tampa Port Authority, FL is likely to be restricted due to the expected approach of Tropical Storm Elsa, with tropical storm conditions and potential storm surge impacting the area. Mariners should prepare for possible port closures and ensure all safety measures are in place.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"In 36 hours, Tampa Port Authority is likely to experience tropical storm conditions with a high probability of tropical-storm-force winds. Vessel operations may be suspended or restricted, and preparations to secure vessels and port facilities should be completed.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 12 hours, Tropical Storm Elsa is expected to approach the Florida Keys and move toward the west coast of Florida. Vessel activity at Tampa Port Authority may be restricted or suspended due to the increasing likelihood of tropical-storm-force winds and potential storm surge.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"In 36 hours, Tampa Port Authority is likely to experience tropical-storm-force winds with a probability of 40% or higher. Vessel operations may be restricted or suspended, and preparations for potential impacts should be underway.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"In 48 hours, Tampa Port Authority is likely to experience tropical-storm-force winds, with a 40-50% probability. Vessel operations may be restricted or suspended due to hazardous conditions, and preparations for potential impacts should be underway.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 24 hours, vessel activity at Tampa Port Authority, FL is likely to be restricted or suspended due to the increasing probability of tropical-storm-force winds as Tropical Storm Elsa approaches. Mariners should prepare for potential port closures and ensure all safety protocols are in place.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"In 48 hours, Tropical Storm Elsa is expected to approach the west coast of Florida, including the Tampa area. Vessel activity at Tampa Port Authority may be restricted or suspended due to the potential for tropical storm-force winds and hazardous conditions.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"In 60 hours, Tampa Port Authority is likely to experience tropical storm-force winds with a probability of 24-29%. Vessel operations may be restricted or suspended due to the expected hazardous conditions.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 36 hours, Tampa Port Authority is likely to experience tropical-storm-force winds, with a probability of 20-30%. Vessel operations may need to be suspended or limited due to hazardous conditions.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"In 60 hours, Tampa Port Authority is likely to experience tropical-storm-force winds, with a probability of 20-30%. Vessel operations may need to be suspended or limited due to potential hazardous conditions.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"In 72 hours, Tampa Port Authority is likely to experience tropical-storm-force winds with a probability of 22-36%. Vessel operations may be restricted or suspended, and preparations for storm conditions should be underway.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 48 hours, Tampa Port Authority may experience tropical storm-force winds due to Hurricane Elsa. Vessel operations should prepare for potential disruptions and consider safety measures, including possible port closures or restrictions.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"In 72 hours, Tampa Port Authority, FL, is likely to experience tropical-storm-force winds with a probability of 21-29%. Vessel operations may need to be adjusted or suspended due to potential hazardous conditions.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"In 84 hours, Tampa Port Authority is likely to experience tropical-storm-force winds with a probability of 21-29%. Vessel operations may be restricted or suspended due to the potential for hazardous conditions.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 60 hours, Tampa Port Authority, FL is likely to experience tropical-storm-force winds, with probabilities increasing as Hurricane Elsa approaches. Vessel operations may be restricted or suspended, and preparations should be made for potential impacts.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"In 84 hours, Tampa Port Authority, FL, is likely to experience tropical-storm-force winds with a probability of 20-30%. Vessel operations may need to be adjusted or suspended due to potential hazardous conditions.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"In 96 hours, Tampa Port Authority, FL, is likely to experience tropical-storm-force winds with a probability of 20-30%. Vessel operations may need to be adjusted or suspended, and preparations should be made for potential impacts.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 72 hours, Tampa Port Authority, FL, is likely to experience tropical-storm-force winds with a probability of 10-27%. Vessel operations may need to be adjusted or suspended depending on the storm's progression and local advisories.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port."
"In 96 hours, Tampa Port Authority, FL, is likely to experience tropical-storm-force winds with a probability of 10-20%. Vessel operations may need to be adjusted or suspended depending on the storm's progression and local advisories.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"Based on the forecast, there is a significant probability of tropical-storm-force winds affecting the Tampa area in 108 hours. Vessel operations at Tampa Port Authority may need to be suspended or restricted due to potential hazardous conditions.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"Given the forecast for Tropical Storm Elsa, with potential strengthening and the possibility of near hurricane conditions, it is likely that the Tampa Port Authority will suspend or restrict ocean-going and commercial vessel activities within the next 12 hours to ensure safety.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
"In 12 hours, the Tampa Port Authority is likely to suspend or restrict ocean-going and commercial vessel activity due to the expected approach of Tropical Storm Elsa, which may bring tropical storm-force winds and storm surge to the area. Vessels should follow any issued advisories and prepare for potential port closures.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures."
"In 24 hours, the Tampa Port Authority is likely to suspend or limit operations due to the expected tropical storm conditions, including strong winds and potential storm surge, as Tropical Storm Elsa approaches the area. Vessels should prepare for possible delays and follow safety protocols.",No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.
