response,ground_truth
"Tornadoes are possible Monday afternoon across portions of Georgia, including the area around the Port of Brunswick.",Isolated tornadoes in squalls cannot be ruled out.
"{
""future_12_hours"": {
""gale_force_probability"": ""30""
},
""future_24_hours"": {
""gale_force_probability"": ""35""
},
""future_48_hours"": {
""gale_force_probability"": ""40""
},
""future_72_hours"": {
""gale_force_probability"": ""45""
},
""future_96_hours"": {
""gale_force_probability"": ""50""
}","{'in 12h': '79%', 'in 24h': '81%', 'in 48h': '81%', 'in 72h': '81%', 'in 96h': '81%'}"
"{
""future_12_hours"": ""10%"",
""future_24_hours"": ""15%"",
""future_48_hours"": ""20%"",
""future_72_hours"": ""25%"",
""future_96_hours"": ""30%""
}","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '6%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
""future_12"": 10,
""future_24"": 20,
""future_48"": 30,
""future_72"": 40,
""future_96"": 50
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '35%', 'in 72h': '35%', 'in 96h': '35%'}"
07-06-2016,None
06-07-2016,None
10-06-2016,None
07-06-2016,None
09-06-2016,None
06-08-2016,None
08-07-2016,None
12-06-2016,None
13-06-2016,None
2,0
2,0
41,0
5,None
7,None
41,None
4,None
40,None
1,None
D. 20 vessels or more,A.
D. 20 vessels or more,A.
D. 20 vessels or more,A.
