response,ground_truth
"```json
{
  ""galexa"": {
    ""gulfport_ms"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""mexico_city"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""new_orleans"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""houston"": {
      ""12"": ""X"",
      ""24"": ""X"",
      "",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""port_arthur"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""galveston"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""freeport"": {
      ""124"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""jacksonville"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": "",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""248"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      "",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": "",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""124"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": "",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      "",
      ""96"": ""X""
    },
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": "",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      "",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": "",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""1"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": "",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      "",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      "",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": "",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": "",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": "",
      ""48"": ""X"",
      ""72"": ""X"",
      "",
      ""96"": ""X""
    },
    ""tampa"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""miami"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""orlando"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tallahassee"": {
      ""12"": ""X"",
      ""24"": ""X"",
      ""48"": ""X"",
      ""72"": ""X"",
      ""96"": ""X""
    },
    ""tampa"": {","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '7%', 'in 72h': '7%', 'in 96h': '1%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""X"",
    ""24_hours"": ""X"",
    ""48_hours"": ""X"",
    ""72_hours"": ""X"",
    ""96_hours"": ""X""
  }
}
```","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '5%', 'in 72h': '7%', 'in 96h': '1%'}"
21-06-2017,None
21-06-2017,None
21-06-2017,None
01-062017,None
05-06-2017,None
219-06-2017,None
21-06-2017,None
22-06-2017,None
23-06-2017,None
21-06-2017,None
21-06-2017,None
01-07-2017,None
01-07-2017,None
23-06-2017,None
17-06-2017,None
5,0
5,0
5,0
2,0
2,0
5,None
5,None
5,None
5,None
3,None
34,None
3,None
34,None
34,None
34,None
B,A.
B,A.
D,A.
D,A.
B,A.
