response,ground_truth
20-06-2017,6/19/2017
21-06-2017,6/19/2017
21-06-2017,6/19/2017
01-07-2017,6/19/2017
14-06-2017,6/19/2017
27-06-2017,6/19/2017
29-06-2017,6/19/2017
5,2
5,2
5,2
2,2
2,2
5,2.0
5,2.0
5,2.0
5,2.0
3,2.0
74,0.52593116
6,0.52593116
50,0.52593116
27,0.52593116
2,0.52593116
B,B.
B,B.
B,B.
B,B.
B,B.
